locations[0],locations[1],locations[2],radii,colors[0],colors[1],colors[2],hatching,removing,state,contact_forces[0],contact_forces[1],contact_forces[2],motility_forces[0],motility_forces[1],motility_forces[2]
200.3803131989702,240.490332845673,0.0,5.328222368124562,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.8793096143134,211.08093549791366,0.0,5.409006279199384,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338.2710168985494,242.2356223062042,0.0,5.276843230566138,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338.3946090741749,312.51683554923795,0.0,5.283671245293842,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.2455789459351,187.98854924060143,0.0,4.899806694486506,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306.78400003881814,277.44218272060374,0.0,4.9086952624423335,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352.1181987516222,171.34263651030358,0.0,4.658042376698398,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372.61787886777137,227.15564398315826,0.0,4.740142900572843,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344.5568687701543,348.0496338049633,0.0,5.055582159327084,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.50506053925614,130.12448446211005,0.0,5.161664671860566,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.8561070482854,134.37991966586821,0.0,5.127420461335873,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356.1041883245522,277.3255035176712,0.0,5.0910936547571675,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286.61104298275484,321.29721485991973,0.0,4.817186282335921,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270.3346014599026,258.1784223511046,0.0,5.023864950578456,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280.4791468330791,316.3370566000485,0.0,5.203468556537377,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325.2175089278271,318.69252787884676,0.0,4.926205058659404,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246.2780291275134,289.7416440893821,0.0,4.856188506656478,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.34321822753614,163.8750638993393,0.0,5.072701353671289,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253.9829077022332,217.95539507276985,0.0,4.2047281558151886,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.98600679752036,355.05129442300233,0.0,4.764806301860502,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.71073774696117,273.55522490989216,0.0,4.53664565358058,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.3431141813528,253.34207779629182,0.0,4.959413489474795,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.81809579980742,355.7722871795429,0.0,5.107966512948653,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168.08865446883138,212.94747186153037,0.0,5.066636615221755,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.41690299222728,152.9685324126848,0.0,5.306325527574553,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261.2885287224737,272.9120527774107,0.0,5.424862206105078,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203.5365336350451,363.71375155657853,0.0,5.03523702502758,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.60258457884024,247.52299605362128,0.0,5.019301890960707,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295.8415315046029,165.76568785566295,0.0,4.866639911859173,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163.79237705837986,321.1184209898141,0.0,5.240479188422388,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.8864803243512,180.7984233869885,0.0,4.736369761290633,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.75466910019412,370.4231160261518,0.0,4.645104769854219,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.13694281000835,166.50890260937626,0.0,4.920795107928189,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284.7177905344126,327.80441945935866,0.0,5.0470154359584924,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305.53241245181624,192.4590305311853,0.0,4.879936269606576,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366.43653853298156,249.07553167585652,0.0,4.806090459001212,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.72313131438665,279.6768840129403,0.0,4.493357864407079,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.81077793550782,193.22228779787108,0.0,4.999134066201833,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352.10361464866884,291.7510925918844,0.0,5.0535240097980765,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164.06198134972792,313.6758276717418,0.0,4.819262031428764,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279.26637596254795,207.60378534300042,0.0,5.469650972348976,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236.22763071054143,304.2427871480297,0.0,4.986449575003371,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285.9169252154946,133.50756936548404,0.0,4.9445151496039195,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279.3979037646098,363.12477594082776,0.0,5.278383085384009,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.34432580396305,300.9066588059408,0.0,4.419764726792604,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.60307685469033,252.6150318403316,0.0,5.083519196711461,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295.3921634159993,272.5919215288729,0.0,4.927865679563133,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216.98169765869855,255.52821413133645,0.0,5.156208896435421,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292.1194853629415,382.48939674746197,0.0,4.956823051785655,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328.79796061658556,158.84029547454682,0.0,4.78981808407294,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304.6917190695248,299.0318341277891,0.0,5.398149138852443,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
