locations[0],locations[1],locations[2],radii,colors[0],colors[1],colors[2],hatching,removing,state,contact_forces[0],contact_forces[1],contact_forces[2],motility_forces[0],motility_forces[1],motility_forces[2]
165.42353833552966,176.8396030069287,0.0,4.974852330297552,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.18683003363586,150.38211747492153,0.0,5.223007513699771,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337.5398056828446,304.9583544870601,0.0,4.486836750148656,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280.8727710383433,213.50735450542578,0.0,5.2163564287122135,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301.2812946549581,150.2060832510139,0.0,4.979720684503172,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.25013699611955,297.57340360015775,0.0,5.0430858209261995,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228.30102204316765,236.37461184461202,0.0,5.216224821463464,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.77630165915954,239.98255758869647,0.0,4.596527695390691,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.1347165025411,199.70774734438152,0.0,4.7637558498355945,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.5394463616737,245.34693699666602,0.0,4.8108804581759435,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325.95911198539625,212.44621051271864,0.0,4.949308147541561,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268.2679286096116,156.15645024957286,0.0,5.039539996940691,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.29416855415107,292.33782186120607,0.0,4.842791336281814,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237.74425717661913,173.61776912551755,0.0,4.86907387068033,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244.68484135755344,274.37072870519194,0.0,5.023391607587085,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163.81580537307656,280.35533930836056,0.0,4.846760722929413,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346.9726646631993,206.10108883665401,0.0,5.219080882844585,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276.05416097362456,187.43587657779833,0.0,4.844078410551253,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337.4738739697441,344.76479470731755,0.0,5.052404311406092,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284.260865233545,219.12388134573644,0.0,4.822027211405857,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331.29741993972425,275.6037220608573,0.0,4.701004314162051,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.0176486311109,132.6967023593707,0.0,4.9880960085558765,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297.4532147134412,266.5209121181891,0.0,4.8943898114500834,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350.192908183492,184.22366510488038,0.0,5.000682649092091,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.35702762037081,366.85037649424635,0.0,5.088847732798023,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.91439406329175,357.4949426374991,0.0,4.95808753935084,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362.64147867886885,217.37106577841715,0.0,4.848095391600331,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266.2360607221685,255.1038551487101,0.0,4.9019471352101105,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279.4369169551953,326.0824694027333,0.0,4.838689540025738,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.368555408679,167.1532845160522,0.0,5.135259418403103,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.7235298615059,260.6380385037442,0.0,4.953232322345923,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237.99199849836387,253.22513785308539,0.0,4.89837267725321,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267.71354802708527,169.42162368072104,0.0,4.977136753685127,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352.88967099116235,208.75246023588073,0.0,4.8410597056886,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352.1571407526284,190.98530135210277,0.0,5.035790828422776,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.78385846525916,211.88993267449186,0.0,5.020229910993039,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266.21114157137634,163.83171851710617,0.0,4.986622284393595,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.56634871009004,318.61294518135105,0.0,4.70136423601784,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378.46367490284905,253.97520025694044,0.0,5.282355561742099,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.62219141882156,291.4062905578744,0.0,5.005575975243627,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.35866819542275,294.5450952852366,0.0,4.806467388481496,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230.61549959649403,143.63807083511506,0.0,4.911813177010019,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382.880149319966,247.97982955397913,0.0,5.003687939648332,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253.99647045704862,195.6579417108347,0.0,4.686743036249843,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257.29782068040737,225.5544979262204,0.0,4.64063581199258,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268.18972684822404,233.82017593002294,0.0,5.2878713424202894,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.26978499825913,186.32509858482936,0.0,5.183505474482255,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.56118869806113,243.82643178098337,0.0,5.038064323768975,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263.2174396872731,361.7456124143459,0.0,4.965728694546377,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0833915957514,239.95430336198527,0.0,4.974309789483631,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183.9663549780324,304.48091371900057,0.0,4.931436148225701,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361.6036318450356,267.5168408926717,0.0,4.987862227533405,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.47376224153504,282.9929992872896,0.0,5.168339616465742,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.84986747724423,170.01524174047614,0.0,5.372638878363534,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.7564195187835,267.124500036911,0.0,5.025277499575737,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.5495229991984,318.8868423915002,0.0,5.178366684892841,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361.7560575045941,227.13248517504042,0.0,4.913413968473586,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274.35566955091167,244.71759264387535,0.0,5.221505505580456,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.25176938070854,363.5938335127919,0.0,4.9956868769887075,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263.1359850156434,229.30469763432814,0.0,4.967378999611131,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286.6756695170044,294.32811539896426,0.0,4.953855909787047,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219.2203205605821,373.1928727510144,0.0,5.112638886246669,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.42542492675423,167.58126859409762,0.0,5.020424917689382,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327.25604656798726,257.919404534612,0.0,4.840326480041321,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267.36848284720816,340.91602990485984,0.0,4.8190395412120735,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
